,application_number,sponsor_name,app_numb_openfda,brand_name,generic_name,manufacturer_name,product_ndc,product_type,rxcui,spl_id,spl_set_id,package_ndc,submission_type,submission_status_date,product_number,reference_drug,active_ingredients,marketing_status,reference_standard,dosage_form
716,NDA207356,INSMED INC,['NDA207356'],['ARIKAYCE'],['AMIKACIN'],['Insmed Incorporated'],['71558-590'],['HUMAN PRESCRIPTION DRUG'],"['2059184', '2059189']",['8b43768c-f7ba-4f33-8509-65a526b0422e'],['499ab990-2b21-474f-aaba-d86388965f40'],['71558-590-28'],['ORIG'],['20180928'],['001'],['Yes'],"[[{'name': 'AMIKACIN SULFATE', 'strength': 'EQ 590MG BASE/8.4ML'}]]",['Prescription'],['Yes'],"['SUSPENSION, LIPOSOMAL']"
717,NDA207534,ADAMIS PHARMS CORP,['NDA207534'],['SYMJEPI'],['EPINEPHRINE'],"['Sandoz Inc.', 'USWM, LLC']","['0781-3442', '0781-3448', '78670-130', '78670-131']",['HUMAN PRESCRIPTION DRUG'],"['1989112', '1989117', '2178790', '2178792']","['683751b5-3deb-4292-b7e8-96f68bd09f0e', '35d5acb0-20da-47b9-abb5-d645b7b5048c']","['b1c6a201-4f23-489f-9fca-f8c82bb9fa58', 'eeb2da6b-3fb3-48f6-bb62-ac3ad3b8fafa']","['0781-3442-20', '0781-3442-10', '0781-3448-20', '0781-3448-10', '78670-130-11', '78670-130-02', '78670-131-11', '78670-131-02']",['ORIG'],['20170615'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'EPINEPHRINE', 'strength': '0.3MG/0.3ML (0.3MG/0.3ML)'}], [{'name': 'EPINEPHRINE', 'strength': '0.15MG/0.3ML (0.15MG/0.3ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION', 'SOLUTION']"
718,NDA207926,AKORN,['NDA207926'],['PHENYLEPHRINE HYDROCHLORIDE'],['PHENYLEPHRINE HYDROCHLORIDE'],"['Akorn, Inc.']","['17478-201', '17478-206']",['HUMAN PRESCRIPTION DRUG'],"['1234571', '1234579']",['b4fe6cd7-54a0-4b54-a7d9-275afe82e0e5'],['49558551-cbed-4518-a6d4-16cfd893eab0'],"['17478-201-02', '17478-201-15', '17478-206-05']",['ORIG'],['20150115'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '2.5%'}], [{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '10%'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION/DROPS', 'SOLUTION/DROPS']"
719,NDA207946,JANSSEN PHARMS,,,,,,,,,,,['ORIG'],['20150518'],"['004', '002', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'PALIPERIDONE PALMITATE', 'strength': '819MG/2.625ML (312MG/ML)'}], [{'name': 'PALIPERIDONE PALMITATE', 'strength': '410MG/1.315ML (311.79MG/ML)'}], [{'name': 'PALIPERIDONE PALMITATE', 'strength': '546MG/1.75ML (312MG/ML)'}], [{'name': 'PALIPERIDONE PALMITATE', 'strength': '273MG/0.875ML (273MG/0.875ML)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'No', 'No', 'No']","['SUSPENSION, EXTENDED RELEASE', 'SUSPENSION, EXTENDED RELEASE', 'SUSPENSION, EXTENDED RELEASE', 'SUSPENSION, EXTENDED RELEASE']"
720,NDA207963,HIKMA,,,,,,,,,,,['ORIG'],['20160822'],['001'],['No'],"[[{'name': 'PALONOSETRON HYDROCHLORIDE', 'strength': 'EQ 0.25MG BASE/2ML (EQ 0.125MG BASE/ML)'}]]",['Prescription'],['No'],['SOLUTION']
721,NDA208019,PHARMA RES SOFTWARE,,,,,,,,,,,['ORIG'],['20150819'],['001'],['Yes'],"[[{'name': 'POTASSIUM CHLORIDE', 'strength': '20MEQ'}]]",['Prescription'],['Yes'],['FOR SOLUTION']
722,NDA208036,BRACCO,,,,,,,,,,,['ORIG'],['20160111'],"['003', '001', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'BARIUM SULFATE', 'strength': '40% (9GM/POUCH)'}], [{'name': 'BARIUM SULFATE', 'strength': '98% (334GM/BOT)'}], [{'name': 'BARIUM SULFATE', 'strength': '81% (120GM/BOT)'}], [{'name': 'BARIUM SULFATE', 'strength': '96% (169GM/BOT)'}]]","['Discontinued', 'Prescription', 'Prescription', 'Prescription']","['No', 'Yes', 'Yes', 'Yes']","['FOR SUSPENSION', 'FOR SUSPENSION', 'FOR SUSPENSION', 'FOR SUSPENSION']"
723,NDA208081,BIOFRONTERA,,,,,,,,,,,['ORIG'],['20160510'],['001'],['Yes'],"[[{'name': 'AMINOLEVULINIC ACID HYDROCHLORIDE', 'strength': '10%'}]]",['Prescription'],['Yes'],['GEL']
724,NDA208083,BAXTER HLTHCARE CORP,['NDA208083'],['CLINDAMYCIN PHOSPHATE'],['CLINDAMYCIN PHOSPHATE'],['Baxter Healthcare Corporation'],"['0338-9545', '0338-9549', '0338-9553']",['HUMAN PRESCRIPTION DRUG'],"['309335', '309336', '309339']",['31c87678-fd5f-4efa-b9c1-47af1c972d63'],['44fa506b-90ac-42de-831b-5f3f1a500fc0'],"['0338-9545-50', '0338-9545-24', '0338-9549-50', '0338-9549-24', '0338-9553-50', '0338-9553-24']",['ORIG'],['20170420'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'CLINDAMYCIN PHOSPHATE', 'strength': 'EQ 900MG BASE/50ML (EQ 18MG BASE/ML)'}], [{'name': 'CLINDAMYCIN PHOSPHATE', 'strength': 'EQ 300MG BASE/50ML (EQ 6MG BASE/ML)'}], [{'name': 'CLINDAMYCIN PHOSPHATE', 'strength': 'EQ 600MG BASE/50ML (EQ 12MG BASE/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
725,NDA208085,ECI PHARMS LLC,,,,,,,,,,,['ORIG'],['20180425'],['001'],['Yes'],"[[{'name': 'GUAIFENESIN', 'strength': '400MG'}, {'name': 'HYDROCODONE BITARTRATE', 'strength': '5MG'}]]",['Discontinued'],['No'],['TABLET']
726,NDA208109,FRESENIUS KABI USA,,,,,,,,,,,['ORIG'],['20171121'],['001'],['Yes'],"[[{'name': 'PALONOSETRON HYDROCHLORIDE', 'strength': 'EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML)'}]]",['Discontinued'],['No'],['SOLUTION']
727,NDA208135,ALCON LABS,,,,,,,,,,,['ORIG'],['20160229'],['001'],['Yes'],"[[{'name': 'TETRACAINE HYDROCHLORIDE', 'strength': '0.5%'}]]",['Prescription'],['Yes'],['SOLUTION']
728,NDA208143,BRACCO,,,,,,,,,,,['ORIG'],['20160115'],"['007', '005', '003', '001', '008', '006', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'BARIUM SULFATE', 'strength': '40% (100GM/250ML)'}], [{'name': 'BARIUM SULFATE', 'strength': '40% (8GM/BOT)'}], [{'name': 'BARIUM SULFATE', 'strength': '60% (213GM/BOT)'}], [{'name': 'BARIUM SULFATE', 'strength': '2% (9GM/BOT)'}], [{'name': 'BARIUM SULFATE', 'strength': '24% (144GM/600ML)'}], [{'name': 'BARIUM SULFATE', 'strength': '40% (100GM/250ML)'}], [{'name': 'BARIUM SULFATE', 'strength': '40% (96GM/240ML)'}], [{'name': 'BARIUM SULFATE', 'strength': '2% (9GM/BOT)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['SUSPENSION', 'SUSPENSION', 'SUSPENSION', 'SUSPENSION', 'SUSPENSION', 'SUSPENSION', 'SUSPENSION', 'SUSPENSION']"
729,NDA208151,ALCON LABS INC,,,,,,,,,,,['ORIG'],['20161201'],['001'],['Yes'],"[[{'name': 'ATROPINE SULFATE', 'strength': '1%'}]]",['Prescription'],['Yes'],['SOLUTION/DROPS']
730,NDA208223,UPSHER SMITH LABS,['NDA208223'],['ZEMBRACE SYMTOUCH'],"['SUMATRIPTAN SUCCINATE', 'SUMATRIPTAN']","['Upsher-Smith laboratories, LLC', 'Promius Pharma, LLC']","['0245-0809', '67857-809']",['HUMAN PRESCRIPTION DRUG'],"['1738576', '1738581']","['9c58448c-56d3-440c-860d-824f4831d136', '30c45ab6-7687-a85b-9f68-55198481dbad']","['6e5b104f-2b9e-416e-92fb-ef1bdaea867d', 'd565763d-b740-411d-bbb4-13536017d634']","['0245-0809-89', '0245-0809-38', '67857-809-37', '67857-809-38']",['ORIG'],['20160128'],['001'],['Yes'],"[[{'name': 'SUMATRIPTAN SUCCINATE', 'strength': 'EQ 3MG BASE/0.5ML (EQ 3MG BASE/0.5ML)'}]]",['Prescription'],['No'],['SOLUTION']
731,NDA208253,ALMIRALL,['NDA208253'],['ACTICLATE CAP'],['DOXYCYCLINE HYCLATE'],['Aqua Pharmaceuticals'],['16110-601'],['HUMAN PRESCRIPTION DRUG'],"['1791505', '1791507']",['2e463b1b-d30e-4ae6-95c3-853aba0221a4'],['5e96d473-63dd-4446-88cf-eef2cd3339f0'],['16110-601-01'],['ORIG'],['20160426'],['001'],['Yes'],"[[{'name': 'DOXYCYCLINE HYCLATE', 'strength': 'EQ 75MG BASE'}]]",['Discontinued'],['No'],['CAPSULE']
732,NDA208255,MYLAN,,,,,,,,,,,['ORIG'],['20180205'],['001'],['Yes'],"[[{'name': 'EFAVIRENZ', 'strength': '400MG'}, {'name': 'LAMIVUDINE', 'strength': '300MG'}, {'name': 'TENOFOVIR DISOPROXIL FUMARATE', 'strength': '300MG'}]]",['Prescription'],['Yes'],['TABLET']
733,NDA208374,BAXTER HLTHCARE CORP,['NDA208374'],['BIVALIRUDIN IN 0.9% SODIUM CHLORIDE'],['BIVALIRUDIN IN 0.9% SODIUM CHLORIDE INJECTION'],['Baxter Healthcare Corporation'],"['0338-9572', '0338-9576']",['HUMAN PRESCRIPTION DRUG'],"['1997015', '1997017']",['8bef9df6-fb19-43e3-b18d-5e2690e7859f'],['e082d38c-3efa-4a63-8b22-20d389e78ca3'],"['0338-9572-24', '0338-9576-12']",['ORIG'],['20171221'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'BIVALIRUDIN', 'strength': '250MG/50ML (5MG/ML)'}], [{'name': 'BIVALIRUDIN', 'strength': '500MG/100ML (5MG/ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION', 'SOLUTION']"
734,NDA208385,SAGENT PHARMS INC,['NDA208385'],['DAPTOMYCIN'],['DAPTOMYCIN'],['Sagent Pharmaceuticals'],['25021-179'],['HUMAN PRESCRIPTION DRUG'],['1996246'],"['85c71fa7-3acd-4706-94b8-233e7fe0a7fe', 'c5dfff34-b12a-4409-82e6-3319ba4931ed']","['548f3559-0531-4c95-9e1d-81f81a3801f1', '4a0ad110-e55e-4d3b-84f8-dd0b924fe2f6']","['25021-179-15', '25021-179-16', '25021-179-66', '25021-179-67']",['ORIG'],['20170912'],['001'],['Yes'],"[[{'name': 'DAPTOMYCIN', 'strength': '350MG/VIAL'}]]",['Prescription'],['Yes'],['POWDER']
735,NDA208418,FRESENIUS KABI USA,['NDA208418'],['CALCIUM GLUCONATE'],['CALCIUM GLUCONATE'],"['Fresenius Kabi USA, LLC']",['63323-360'],['HUMAN PRESCRIPTION DRUG'],"['197435', '1668248', '1668250']",['9b0228ed-8341-724a-e053-2995a90a9932'],['8b77c3d2-992d-4261-8421-9cfd07328fbf'],"['63323-360-01', '63323-360-19', '63323-360-03', '63323-360-59', '63323-360-05', '63323-360-61']",['ORIG'],['20170615'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'CALCIUM GLUCONATE', 'strength': '10GM/100ML (100MG/ML)'}], [{'name': 'CALCIUM GLUCONATE', 'strength': '1GM/10ML (100MG/ML)'}], [{'name': 'CALCIUM GLUCONATE', 'strength': '5GM/50ML (100MG/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
736,NDA208551,ROCKWELL MEDICAL INC,,,,,,,,,,,['ORIG'],['20160425'],['001'],['Yes'],"[[{'name': 'FERRIC PYROPHOSPHATE CITRATE', 'strength': '272MG IRON/PACKET'}]]",['Prescription'],['Yes'],['FOR SOLUTION']
737,NDA208574,TEVA PHARMS USA INC,,,,,,,,,,,"['ORIG', 'ORIG']","['20200313', '20200313']","['001', '002']","['Yes', 'Yes']","[[{'name': 'ROMIDEPSIN', 'strength': '10MG/2ML (5MG/ML)'}], [{'name': 'ROMIDEPSIN', 'strength': '27.5MG/5.5ML (5MG/ML)'}]]","['Discontinued', 'Prescription']","['No', 'Yes']","['SOLUTION', 'SOLUTION']"
738,NDA208582,ALTAIRE PHARMS INC,,,,,,,,,,,['ORIG'],['20171214'],['001'],['Yes'],"[[{'name': 'BENOXINATE HYDROCHLORIDE', 'strength': '0.4%'}, {'name': 'FLUORESCEIN SODIUM', 'strength': '0.25%'}]]",['Prescription'],['Yes'],['SOLUTION/DROPS']
739,NDA208723,ACTAVIS LLC,,,,,,,,,,,['ORIG'],['20160929'],['001'],['Yes'],"[[{'name': 'LEVOLEUCOVORIN CALCIUM', 'strength': 'EQ 175MG BASE/VIAL'}]]",['Discontinued'],['No'],['POWDER']
740,NDA208744,ACCORD HLTHCARE INC,['NDA208744'],['TIGECYCLINE'],['TIGECYCLINE'],['Accord Healthcare Inc.'],['16729-364'],['HUMAN PRESCRIPTION DRUG'],['581531'],['b2a241f7-eb46-c73e-e053-2995a90a9676'],['70bf7ad3-ebf9-4fea-b3ac-26c537736d3d'],"['16729-364-03', '16729-364-68']",['ORIG'],['20180118'],['001'],['No'],"[[{'name': 'TIGECYCLINE', 'strength': '50MG/VIAL'}]]",['Prescription'],['No'],['POWDER']
741,NDA208844,BRACCO,,,,,,,,,,,['ORIG'],['20161014'],['001'],['No'],"[[{'name': 'BARIUM SULFATE', 'strength': '40%'}]]",['Prescription'],['No'],['PASTE']
742,NDA208870,JUBILANT,,,,,,,,,,,['ORIG'],['20170817'],['001'],['No'],"[[{'name': 'TECHNETIUM TC-99M EXAMETAZIME KIT', 'strength': 'N/A'}]]",['Prescription'],['No'],['POWDER']
743,NDA208910,AZURITY,,,,,,,,,,,['ORIG'],['20180126'],"['002', '001']","['Yes', 'Yes']","[[{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 50MG BASE/ML'}], [{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 25MG BASE/ML'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['FOR SOLUTION', 'FOR SOLUTION']"
744,NDA208943,PAR STERILE PRODUCTS,['NDA208943'],"['EPHEDRINE SULFATE', 'CORPHEDRA']",['EPHEDRINE SULFATE'],"['Par Pharmaceutical, Inc.']","['42023-216', '42023-196']",['HUMAN PRESCRIPTION DRUG'],"['1116294', '1870691']","['6df5e5f1-6375-45ff-9905-f19927e92ee2', 'fb739e5e-531e-4a23-a08e-4a9983b0a605', '453fc694-09d2-4f04-9883-6f81eccf3656']","['3e43cc8e-bf4e-44ef-a07d-4336367b9bdb', '98531820-a85c-4ee7-9338-2be264219afe', '38723cb3-dfca-4c81-8c6f-63dd99929191']","['42023-216-83', '42023-196-01', '42023-196-25', '42023-216-01', '42023-216-25']",['ORIG'],['20170127'],['001'],['No'],"[[{'name': 'EPHEDRINE SULFATE', 'strength': '50MG/ML (50MG/ML)'}]]",['Prescription'],['No'],['SOLUTION']
745,NDA209260,FRESENIUS KABI USA,,,,,,,,,,,['ORIG'],['20180126'],['001'],['Yes'],"[[{'name': 'ATROPINE SULFATE', 'strength': '8MG/20ML (0.4MG/ML)'}]]",['Prescription'],['Yes'],['SOLUTION']
746,NDA209269,EPI HLTH,['NDA209269'],['MINOLIRA EXTENDED RELEASE'],['MINOCYCLINE HYDROCHLORIDE'],"['EPI Health, Inc']","['71403-101', '71403-102']",['HUMAN PRESCRIPTION DRUG'],"['629695', '1013659', '1941489', '2058529']",['8b6ea2e8-8582-4eb0-a98f-a32b239fee2f'],['523856a4-530b-4a23-a80a-d72ab08e2c08'],"['71403-102-30', '71403-102-05', '71403-101-30', '71403-101-05']",['ORIG'],['20170508'],"['001', '002']","['No', 'No']","[[{'name': 'MINOCYCLINE HYDROCHLORIDE', 'strength': 'EQ 105MG BASE'}], [{'name': 'MINOCYCLINE HYDROCHLORIDE', 'strength': 'EQ 135MG BASE'}]]","['Prescription', 'Prescription']","['No', 'No']","['TABLET, EXTENDED RELEASE', 'TABLET, EXTENDED RELEASE']"
747,NDA209359,HOSPIRA INC,,,,,,,,,,,['ORIG'],['20191105'],['001'],['Yes'],"[[{'name': 'EPINEPHRINE', 'strength': '1MG/10ML (0.1MG/ML)'}]]",['Prescription'],['Yes'],['SOLUTION']
748,NDA209377,AM REGENT,['NDA209377'],['ZINC SULFATE'],['ZINC SULFATE'],"['American Regent, Inc.']","['0517-6101', '0517-6103', '0517-8005']",['HUMAN PRESCRIPTION DRUG'],"['2201521', '2201524', '2369390']",['e5d2004c-bb47-42a6-aa17-e6e4cae3246f'],['4b528c88-07a0-4dce-84c6-ccd32555bbff'],"['0517-6103-01', '0517-6103-25', '0517-8005-01', '0517-8005-25', '0517-6101-01', '0517-6101-25']",['ORIG'],['20190718'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'ZINC SULFATE', 'strength': 'EQ 10MG BASE/10ML (EQ 1MG BASE/ML)'}], [{'name': 'ZINC SULFATE', 'strength': 'EQ 30MG BASE/10ML (EQ 3MG BASE/ML)'}], [{'name': 'ZINC SULFATE', 'strength': 'EQ 25MG BASE/5ML (EQ 5MG BASE/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
749,NDA209387,EXELA PHARMA,['NDA209387'],['NIPRIDE RTU'],['SODIUM NITROPRUSSIDE'],"['EXELA PHARMA SCIENCES, LLC']","['51754-1006', '51754-1018', '51754-1029']",['HUMAN PRESCRIPTION DRUG'],"['1876368', '1876373', '1999185', '1999187', '2052423', '2052424']",['ed0040fb-c481-4477-8712-00fa6350cd70'],['5acf0836-93ff-4064-b888-3f560e8a558d'],"['51754-1006-1', '51754-1018-1', '51754-1029-1']",['ORIG'],['20170308'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'SODIUM NITROPRUSSIDE', 'strength': '20MG/100ML (0.2MG/ML)'}], [{'name': 'SODIUM NITROPRUSSIDE', 'strength': '50MG/100ML (0.5MG/ML)'}], [{'name': 'SODIUM NITROPRUSSIDE', 'strength': '10MG/50ML (0.2MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**'}]]","['Prescription', 'Prescription', 'Discontinued']","['Yes', 'Yes', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
750,NDA209449,CYCLE PHARMS LTD,,,,,,,,,,,['ORIG'],['20170726'],"['002', '003', '001']","['Yes', 'Yes', 'Yes']","[[{'name': 'NITISINONE', 'strength': '5MG'}], [{'name': 'NITISINONE', 'strength': '10MG'}], [{'name': 'NITISINONE', 'strength': '2MG'}]]","['Prescription', 'Prescription', 'Prescription']","['No', 'Yes', 'No']","['TABLET', 'TABLET', 'TABLET']"
751,NDA209481,MYLAN LABS LTD,['NDA209481'],['VANCOMYCIN HYDROCHLORIDE'],['VANCOMYCIN HYDROCHLORIDE'],['Mylan Institutional LLC'],"['67457-705', '67457-822', '67457-823', '67457-824']",['HUMAN PRESCRIPTION DRUG'],"['1807518', '2049888', '2049890', '2049891']",['74c1e534-e3d3-430d-8d58-3628160fba3a'],['caf22ccb-df75-45ea-a1d0-ccb2d37272fb'],"['67457-822-25', '67457-822-99', '67457-823-12', '67457-823-99', '67457-824-15', '67457-824-99', '67457-705-00', '67457-705-75']",['ORIG'],['20180710'],"['004', '002', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 1.5GM BASE/VIAL'}], [{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 750MG BASE/VIAL'}], [{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 1.25GM BASE/VIAL'}], [{'name': 'VANCOMYCIN HYDROCHLORIDE', 'strength': 'EQ 250MG BASE/VIAL'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes']","['POWDER', 'POWDER', 'POWDER', 'POWDER']"
752,NDA209512,ABBVIE INC,,,,,,,,,,,['ORIG'],['20170607'],['001'],['Yes'],"[[{'name': 'RITONAVIR', 'strength': '100MG/PACKET'}]]",['Prescription'],['Yes'],['POWDER']
753,NDA209552,AUROBINDO PHARMA LTD,['NDA209552'],['ARGATROBAN'],['ARGATROBAN'],['AuroMedics Pharma LLC'],['55150-241'],['HUMAN PRESCRIPTION DRUG'],['1804735'],['d9b975bd-e3f4-466e-96ca-7bef7899506d'],['d9b975bd-e3f4-466e-96ca-7bef7899506d'],"['55150-241-01', '55150-241-10']",['ORIG'],['20181127'],['001'],['No'],"[[{'name': 'ARGATROBAN', 'strength': '50MG/50ML (1MG/ML)'}]]",['Prescription'],['No'],['SOLUTION']
754,NDA209604,ACCORD HLTHCARE,['NDA209604'],['GEMCITABINE'],['GEMCITABINE'],"['Accord Healthcare Inc.', 'BluePoint Laboratories']","['16729-391', '16729-419', '16729-423', '16729-426', '68001-342', '68001-348', '68001-350', '68001-359']",['HUMAN PRESCRIPTION DRUG'],['1998783'],"['8c4aeeed-00a3-765e-e053-2995a90a4890', '830c5aa5-79d2-4342-9d53-070bfd7ab05c']","['5a335d36-408b-478f-9563-4bc140b69bb6', '4031017d-d768-46de-8081-476bcb883f5e']","['16729-391-30', '16729-419-03', '16729-423-33', '16729-426-05', '68001-342-34', '68001-348-36', '68001-350-68', '68001-359-37']",['ORIG'],['20170803'],"['003', '001', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'GEMCITABINE HYDROCHLORIDE', 'strength': '1.5GM/15ML (100MG/ML)'}], [{'name': 'GEMCITABINE HYDROCHLORIDE', 'strength': '200MG/2ML (100MG/ML)'}], [{'name': 'GEMCITABINE HYDROCHLORIDE', 'strength': '2GM/20ML (100MG/ML)'}], [{'name': 'GEMCITABINE HYDROCHLORIDE', 'strength': '1GM/10ML (100MG/ML)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
755,NDA209949,XELLIA PHARMS APS,['NDA209949'],['DAPTOMYCIN'],['DAPTOMYCIN'],"['Civica, Inc.', 'Xellia Pharmaceuticals USA LLC', 'Fresenius Kabi USA, LLC', 'Hospira Inc.']","['72572-100', '70594-053', '63323-585', '0409-5933']",['HUMAN PRESCRIPTION DRUG'],['1996246'],"['3d5d2f5c-c582-404a-90fa-eb88e8097e27', 'b0d7b5e0-f139-49c8-a6c7-a66f37b373bd', '8b136aa7-1ef2-3556-e053-2a95a90a617f', '33dd79f7-7a85-4ce1-b663-bf5700aeaf94']","['bcacf746-a3ee-48b5-bfbe-6a2b548ad24c', '97c47c18-985d-4373-88f7-a86ec591ea44', '74c99d03-3f9e-4fba-9f94-407add944382', '24b90c57-43ed-4989-8ab8-8f95cfe41db4']","['72572-100-01', '70594-053-01', '63323-585-15', '0409-5933-01']",['ORIG'],['20171020'],['001'],['Yes'],"[[{'name': 'DAPTOMYCIN', 'strength': '350MG/VIAL'}]]",['Prescription'],['Yes'],['POWDER']
756,NDA210063,TEVA PHARMS USA INC,,,,,,,,,,,['ORIG'],['20190819'],['001'],['No'],"[[{'name': 'FULVESTRANT', 'strength': '250MG/5ML (50MG/ML)'}]]",['Prescription'],['No'],['SOLUTION']
757,NDA210115,ASTELLAS,['NDA210115'],['PROGRAF'],['TACROLIMUS'],"['Astellas Pharma US, Inc.']","['0469-1230', '0469-0607', '0469-0617', '0469-0657', '0469-3016', '0469-1330']",['HUMAN PRESCRIPTION DRUG'],"['108513', '108514', '108515', '198377', '198378', '198379', '261134', '313190', '2052605', '2052609', '2052703', '2052704']",['a4fe4322-1997-401d-b191-d6091c636d9b'],['7f667de1-9dfa-4bd6-8ba0-15ee2d78873b'],"['0469-0607-73', '0469-0617-73', '0469-0617-11', '0469-0657-73', '0469-0657-11', '0469-3016-01', '0469-1230-50', '0469-1330-50']",['ORIG'],['20180524'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'TACROLIMUS', 'strength': 'EQ 0.2MG BASE/PACKET'}], [{'name': 'TACROLIMUS', 'strength': 'EQ 1MG BASE/PACKET'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['FOR SUSPENSION', 'FOR SUSPENSION']"
758,NDA210737,CUMBERLAND PHARMS,['NDA210737'],['REDITREX'],['METHOTREXATE'],['Cumberland Pharmaceuticals Inc.'],"['66220-807', '66220-810', '66220-812', '66220-815', '66220-817', '66220-820', '66220-822', '66220-825']",['HUMAN PRESCRIPTION DRUG'],"['2377333', '2377338', '2377341', '2377342', '2377343', '2377344', '2377345', '2377346', '2377347', '2377348', '2377349', '2377350', '2377351', '2377352', '2377353', '2377354']",['27143f5b-2401-425a-b0b9-98200d947a35'],['797482d7-c4c0-4245-8566-59d664b0850b'],"['66220-807-11', '66220-807-22', '66220-810-11', '66220-810-22', '66220-812-11', '66220-812-22', '66220-815-11', '66220-815-22', '66220-817-11', '66220-817-22', '66220-820-11', '66220-820-22', '66220-820-33', '66220-822-11', '66220-822-22', '66220-825-11', '66220-825-22']","['ORIG', 'ORIG']","['20191127', '20191127']","['008', '006', '004', '002', '007', '005', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'METHOTREXATE', 'strength': '25MG/1ML (25MG/1ML)'}], [{'name': 'METHOTREXATE', 'strength': '20MG/0.8ML (20MG/0.8ML)'}], [{'name': 'METHOTREXATE', 'strength': '15MG/0.6ML (15MG/0.6ML)'}], [{'name': 'METHOTREXATE', 'strength': '10MG/0.4ML (10MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '22.5MG/ML (22.5MG/ML)'}], [{'name': 'METHOTREXATE', 'strength': '17.5MG/0.7ML (17.5MG/0.7ML)'}], [{'name': 'METHOTREXATE', 'strength': '12.5MG/0.5ML (12.5MG/0.5ML)'}], [{'name': 'METHOTREXATE', 'strength': '7.5MG/0.3ML (7.5MG/0.3ML)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
